cell_line_id,cell_line_name,lineage,primary_disease,oncotree_code
ACH-002358,LB831EBV,unknown,Non-Cancerous,
ACH-002360,MZ1B,unknown,Non-Cancerous,
ACH-002361,MZ7B,unknown,Non-Cancerous,
ACH-002362,NCIBL128,unknown,Non-Cancerous,
ACH-002364,NCIBL1437,unknown,Non-Cancerous,
ACH-002376,LS1034-PBL,unknown,Non-Cancerous,
ACH-002379,J82EBV,unknown,Non-Cancerous,
ACH-002392,SC-1,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Follicular"
ACH-002399,21NT,breast,Breast Cancer,Carcinoma
ACH-002446,CCLF_UPGI_0005_T,gastric,Gastric Cancer,Adenocarcinoma
ACH-002458,HT144 SKIN FV1,skin,Skin Cancer,Melanoma
ACH-002459,HT144 SKIN FV3,skin,Skin Cancer,Melanoma
ACH-002460,HT144 SKIN FV2,skin,Skin Cancer,Melanoma
ACH-002461,RVH421 SKIN FV1,skin,Skin Cancer,Melanoma
ACH-002462,RPE1-ss48,eye,Non-Cancerous,
ACH-002463,RPE1-ss77,eye,Non-Cancerous,
ACH-002464,RPE1-ss6,eye,Non-Cancerous,
ACH-002465,RPE1-ss119,eye,Non-Cancerous,
ACH-002466,RPE1-ss111,eye,Non-Cancerous,
ACH-002467,RPE1-ss51,eye,Non-Cancerous,
ACH-002471,PSS008,bone,Bone Cancer,Osteosarcoma
ACH-002475,HAP1,blood,Leukemia,Chronic Myelogenous Leukemia (CML)
ACH-002508,WM3211,skin,Skin Cancer,"Melanoma, acral"
ACH-002509,WM4235,skin,Skin Cancer,"Melanoma, acral"
ACH-002510,M040416,skin,Skin Cancer,"Melanoma, acral"
ACH-002511,M140325,skin,Skin Cancer,"Melanoma, mucosal"
ACH-002512,MM160113,skin,Skin Cancer,"Melanoma, acral"
ACH-002647,CCC-5,gastric,Gastric Cancer,
ACH-002659,JVE-127,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-002664,JVE-253,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-002669,KP-363T,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-002672,MAPAC-HS-77,pancreas,Pancreatic Cancer,Carcinoma
ACH-002680,170-MG-BA,central_nervous_system,Brain Cancer,Glioblastoma
ACH-002687,WM3772F,eye,Eye Cancer,Uveal Melanoma
ACH-002693,S462,peripheral_nervous_system,Sarcoma,MPNST
ACH-002710,MPNST-724,peripheral_nervous_system,Sarcoma,MPNST
ACH-002785,NCC-LMS1-C1,soft_tissue,Unknown,Leiomyosarcoma
ACH-002800,NCC-MPNST2-C1,peripheral_nervous_system,Unknown,MPNST
ACH-002834,PSS131R,bone,Bone Cancer,Osteosarcoma
ACH-002847,YUHOIN 06-50,unknown,Unknown,"Melanoma, mucosal"
ACH-002874,A375_RPMI,skin,Unknown,Melanoma
ACH-002875,RVH421_RPMI,skin,Unknown,Melanoma
ACH-002926,UPMD1,unknown,Unknown,"Melanoma, uveal"
ACH-000001,NIH:OVCAR-3,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000002,HL-60,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)"
ACH-000003,CACO2,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000004,HEL,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)"
ACH-000005,HEL 92.1.7,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)"
ACH-000006,MONO-MAC-6,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000007,LS513,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000008,A101D,skin,Skin Cancer,Melanoma
ACH-000009,C2BBe1,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000011,253J,urinary_tract,Bladder Cancer,Carcinoma
ACH-000012,HCC827,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000013,ONCO-DG-1,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000014,Hs 294T,skin,Skin Cancer,Melanoma
ACH-000015,NCI-H1581,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000017,SK-BR-3,breast,Breast Cancer,Carcinoma
ACH-000018,T24,urinary_tract,Bladder Cancer,Carcinoma
ACH-000019,MCF7,breast,Breast Cancer,Carcinoma
ACH-000020,MHH-CALL-2,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000021,NCI-H1693,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000022,PA-TU-8988S,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000023,PA-TU-8988T,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000024,OPM-2,plasma_cell,Myeloma,Multiple Myeloma
ACH-000025,CH-157MN,central_nervous_system,Brain Cancer,Meningioma
ACH-000026,253J-BV,urinary_tract,Bladder Cancer,Carcinoma
ACH-000027,GOS-3,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000028,KPL-1,breast,Breast Cancer,Carcinoma
ACH-000029,HCC-827-GR5,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000030,PC-14,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000031,Panc 02.13,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000034,,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)"
ACH-000035,NCI-H1650,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000036,U343,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000037,S-117,soft_tissue,Sarcoma,Thyroid Sarcoma
ACH-000038,EHEB,lymphocyte,Lymphoma,B-cell
ACH-000039,SK-N-MC,bone,Bone Cancer,Ewings Sarcoma
ACH-000040,U-118 MG,central_nervous_system,Brain Cancer,Glioma
ACH-000041,RD-ES,bone,Bone Cancer,Ewings Sarcoma
ACH-000042,Panc 02.03,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000044,MDA-MB-134-VI,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000045,MV4;11,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000046,ACHN,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000047,GCIY,gastric,Gastric Cancer,Adenocarcinoma
ACH-000048,TOV-112D,ovary,Ovarian Cancer,"Adenocarcinoma, endometrioid"
ACH-000050,NCI-H929,plasma_cell,Myeloma,"Multiple Myeloma, plasmacytoma"
ACH-000052,A-673,bone,Bone Cancer,Ewings Sarcoma
ACH-000053,KARPAS-299,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)"
ACH-000054,HT-1080,soft_tissue,Sarcoma,Fibrosarcoma
ACH-000055,D283 Med,central_nervous_system,Brain Cancer,Medulloblastoma
ACH-000056,DOHH-2,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000057,OPM-1,plasma_cell,Myeloma,Multiple Myeloma
ACH-000058,ML-1,thyroid,Thyroid Cancer,"Carcinoma, follicular"
ACH-000059,SUP-B15,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000060,Panc 10.05,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000061,HH,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous"
ACH-000062,RERF-LC-MS,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000063,,fibroblast,Non-Cancerous,Lymphoma
ACH-000065,OCI-AML5,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000066,HCC4006,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000067,Hs 683,central_nervous_system,Brain Cancer,Oligodendroglioma
ACH-000069,Hs 611.T,lymphocyte,Lymphoma,"B-cell, Hodgkins"
ACH-000070,697,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000072,MEG-01,blood,Leukemia,Chronic Myelogenous Leukemia (CML)
ACH-000073,GRANTA-519,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell"
ACH-000074,KU812,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000075,U-87 MG,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000078,MHH-NB-11,peripheral_nervous_system,Neuroblastoma,
ACH-000080,BDCM,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000081,GDM-1,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000082,"G-292, clone A141B1",bone,Bone Cancer,Osteosarcoma
ACH-000083,Hs 281.T,fibroblast,Non-Cancerous,Breast
ACH-000085,T3M-4,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000086,ACC-MESO-1,lung,Lung Cancer,Mesothelioma
ACH-000087,SK-ES-1,bone,Bone Cancer,Ewings Sarcoma
ACH-000088,,fibroblast,Non-Cancerous,Bladder
ACH-000090,PC-3,prostate,Prostate Cancer,Adenocarcinoma
ACH-000091,OV56,ovary,Ovarian Cancer,"Adenocarcinoma, serous"
ACH-000092,NCI-H2452,lung,Lung Cancer,Mesothelioma
ACH-000094,HPAF-II,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000095,D341,central_nervous_system,Brain Cancer,Medulloblastoma
ACH-000096,G-401,kidney,Rhabdoid,Malignant Rhabdoid Tumor
ACH-000097,ZR-75-1,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000098,GAMG,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000099,SIMA,peripheral_nervous_system,Neuroblastoma,
ACH-000100,RH-41,soft_tissue,Sarcoma,"Rhabdomyosarcoma, alveolar"
ACH-000101,KE-37,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000102,GMS-10,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000103,Caov-4,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000104,Loucy,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000105,ALL-SIL,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000106,JVM-2,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell"
ACH-000107,Capan-2,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000108,KP-3,pancreas,Pancreatic Cancer,"Ductal Adenosquamous Carcinoma, exocrine"
ACH-000109,NCI-H3255,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000111,HCC1187,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000112,SIG-M5,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000113,OCI-AML2,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)"
ACH-000114,SU.86.86,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000115,VCaP,prostate,Prostate Cancer,Adenocarcinoma
ACH-000116,OAW28,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000117,EFM-192A,breast,Breast Cancer,Adenocarcinoma
ACH-000118,HUP-T3,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000120,CHP-212,peripheral_nervous_system,Neuroblastoma,
ACH-000121,NCI-H2405,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000123,COV434,ovary,Ovarian Cancer,"Adenocarcinoma, endometrioid"
ACH-000124,OCI-LY-19,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000126,KG-1-C,central_nervous_system,Brain Cancer,Oligodendroglioma
ACH-000127,SLR 20,urinary_tract,Bladder Cancer,Carcinoma
ACH-000128,LN-319,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000129,NCI-H1341,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000131,Hs 229.T,fibroblast,Non-Cancerous,Lung
ACH-000132,JHOS-2,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000133,Hs 729,soft_tissue,Unknown,Soft tissue
ACH-000134,HS274T,fibroblast,Non-Cancerous,Breast
ACH-000135,Hs 940.T,fibroblast,Non-Cancerous,Skin
ACH-000136,CHP-126,peripheral_nervous_system,Neuroblastoma,
ACH-000137,8-MG-BA,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000138,CFPAC-1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000139,Panc 03.27,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000141,SNU-308,bile_duct,Gallbladder Cancer,Adenocarcinoma
ACH-000142,CAL-29,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000143,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified"
ACH-000144,RERF-GC-1B,gastric,Gastric Cancer,Adenocarcinoma
ACH-000145,SK-LMS-1,soft_tissue,Sarcoma,Leiomyosarcoma
ACH-000146,THP-1,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000147,T-47D,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000148,Hs 578T,breast,Breast Cancer,Carcinoma
ACH-000149,SK-N-SH,peripheral_nervous_system,Neuroblastoma,
ACH-000150,HCC2935,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000151,JM1,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000152,M059K,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000153,NCI-H2052,lung,Lung Cancer,Mesothelioma
ACH-000155,SW 1990,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000156,MHH-CALL-4,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000157,A4/Fuk,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000159,OS-RC-2,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000160,BT-12,soft_tissue,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT)
ACH-000161,COR-L105,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000162,GA-10,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-000163,SW579,thyroid,Thyroid Cancer,Squamous Cell Carcinoma
ACH-000164,PANC-1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000167,KE-97,plasma_cell,Myeloma,Myeloma
ACH-000168,NOMO-1,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000169,RD,soft_tissue,Sarcoma,"Rhabdomyosarcoma, embryonal"
ACH-000171,VMRC-RCZ,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000174,CAL-62,thyroid,Thyroid Cancer,"Carcinoma, anaplastic"
ACH-000176,LOU-NH91,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000177,NCI-H660,prostate,Prostate Cancer,Small Cell Carcinoma
ACH-000178,Hs 766T,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000181,SCC-9,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-000182,SNU-869,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-000183,L-363,plasma_cell,Myeloma,Multiple Myeloma
ACH-000184,Hs  343.T,fibroblast,Non-Cancerous,Breast
ACH-000186,NCI-H2444,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified"
ACH-000187,COR-L311,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000188,SCC-25,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-000189,RCC10RGB,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000190,HD-MY-Z,unknown,Unknown,Acute Myeloid Leukemia
ACH-000191,BHT-101,thyroid,Thyroid Cancer,"Carcinoma, papillary"
ACH-000192,MFE-280,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-000193,KARPAS-620,plasma_cell,Myeloma,Multiple Myeloma
ACH-000195,Set-2,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000196,HCC1599,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000197,TALL-1,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000198,EOL-1,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)"
ACH-000199,HS255T,fibroblast,Non-Cancerous,Colorectal
ACH-000200,NMC-G1,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000201,A-204,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-000202,COLO-320,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000203,NH-6,peripheral_nervous_system,Neuroblastoma,
ACH-000204,LP-1,plasma_cell,Myeloma,Multiple Myeloma
ACH-000206,,lymphocyte,Lymphoma,ATL
ACH-000207,Detroit 562,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, pharynx"
ACH-000208,U-178,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000209,SNU-1079,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-000210,CADO-ES1,bone,Bone Cancer,Ewings Sarcoma
ACH-000211,Daoy,central_nervous_system,Brain Cancer,Medulloblastoma
ACH-000212,CAL-120,breast,Breast Cancer,Carcinoma
ACH-000213,HUP-T4,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000214,,fibroblast,Non-Cancerous,Colorectal
ACH-000215,LN382,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000217,JHH-6,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000218,PL-21,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)"
ACH-000219,A-375,skin,Skin Cancer,Melanoma
ACH-000221,SNU-398,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000222,AsPC-1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000223,HCC1937,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000225,ECC12,gastric,Gastric Cancer,Small Cell Carcinoma
ACH-000226,SUP-M2,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)"
ACH-000227,KP-N-YN,peripheral_nervous_system,Neuroblastoma,
ACH-000228,BICR 31,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000231,KALS-1,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000232,U-251 MG,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000233,DEL,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)"
ACH-000234,Caki-2,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000235,Panc 04.03,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000236,SW1417,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000237,JHOM-1,ovary,Ovarian Cancer,"Adenocarcinoma, mucinous"
ACH-000238,SCC-4,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-000240,,fibroblast,Non-Cancerous,Skin
ACH-000242,RT4,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000243,DAN-G,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000244,DK-MG,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000245,BL-41,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-000246,SLR 23,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000247,OCUM-1,gastric,Gastric Cancer,Adenocarcinoma
ACH-000248,AU565,breast,Breast Cancer,Adenocarcinoma
ACH-000249,CL-11,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000250,KMRC-20,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000251,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified"
ACH-000252,LS1034,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000253,COLO 201,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000254,SCC-15,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-000255,LMSU,gastric,Gastric Cancer,Adenocarcinoma
ACH-000256,COV318,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000257,COR-L279,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000258,Du4475,breast,Breast Cancer,Carcinoma
ACH-000259,KELLY,peripheral_nervous_system,Neuroblastoma,
ACH-000260,SK-N-AS,peripheral_nervous_system,Neuroblastoma,
ACH-000261,RERF-LC-AI,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000262,UOK101,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000263,KASUMI-1,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)"
ACH-000264,Calu-6,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified"
ACH-000265,KP4,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000266,SNU-213,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000267,HDLM-2,lymphocyte,Lymphoma,"B-cell, Hodgkins"
ACH-000268,SNU-245,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-000269,AM-38,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000270,HPAC,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000271,SU-DHL-10,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000272,SLR 24,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000273,SF539,central_nervous_system,Brain Cancer,Glioma
ACH-000274,Hs 852.T,skin,Skin Cancer,Melanoma
ACH-000276,HCC38,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000277,HCC1419,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000278,COV362,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000279,EWS502,bone,Bone Cancer,Ewings Sarcoma
ACH-000280,SNU-840,ovary,Ovarian Cancer,"Carcinoma, brenner"
ACH-000281,KP-2,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000282,NCI-H1755,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000283,A1207,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000286,SNU-1033,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000287,NU-DUL-1,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000289,SNU-466,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000290,NCI-H209,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000291,OV-90,ovary,Ovarian Cancer,"Adenocarcinoma, high grade serous"
ACH-000292,NCI-H841,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000293,KLE,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-000294,NB-4,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)"
ACH-000295,EM-2,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000296,OUMS-23,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000298,NCI-H2029,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000299,,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)"
ACH-000301,LAMA-84,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000302,SNU-1077,uterus,Endometrial/Uterine Cancer,Mullerian Carcinoma
ACH-000303,SNU-5,gastric,Gastric Cancer,Adenocarcinoma
ACH-000304,WM-115,skin,Skin Cancer,Melanoma
ACH-000305,EC-GI-10,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000306,Hs 688(A).T,fibroblast,Non-Cancerous,Skin
ACH-000307,PK-1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000308,EFO-21,ovary,Ovarian Cancer,"Adenocarcinoma, clear cell"
ACH-000309,SK-LU-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000310,IMR-32,peripheral_nervous_system,Neuroblastoma,
ACH-000311,NCI-H2122,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000312,SK-N-BE(2),peripheral_nervous_system,Neuroblastoma,
ACH-000314,HCC-2108,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000315,KARPAS-422,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000316,SNU-886,liver,Liver Cancer,Hepatocellular Carcinoma
ACH-000317,TUHR14TKB,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000318,TE-10,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000319,MPP 89,lung,Lung Cancer,Mesothelioma
ACH-000320,PSN1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000322,HT-144,skin,Skin Cancer,Melanoma
ACH-000323,42-MG-BA,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000324,JHOC-5,ovary,Ovarian Cancer,"Adenocarcinoma, clear cell"
ACH-000326,JURL-MK1,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000327,NCI-H1395,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000329,CCF-STTG1,central_nervous_system,Brain Cancer,Astrocytoma
ACH-000330,EFM-19,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000331,IST-MES2,lung,Lung Cancer,Mesothelioma
ACH-000332,YAPC,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000334,DB,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000335,MSTO-211H,lung,Lung Cancer,Mesothelioma
ACH-000336,OCI-AML3,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)"
ACH-000337,NCI-H3122,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
