gene_name,cell_type,mean_effect,n_cell_lines
SEPTIN4,B_cell,-0.04166,18
SEPTIN5,B_cell,-0.03755,18
SEPTIN6,B_cell,0.14656,18
SEPTIN8,B_cell,0.02638,18
SEPTIN9,B_cell,-0.09888,18
SERAC1,B_cell,-0.05377,18
SERBP1,B_cell,-0.57319,18
SERF2,B_cell,-0.36243,18
SERGEF,B_cell,-0.00928,18
SERHL2,B_cell,-0.24994,18
SERINC1,B_cell,0.06329,18
SERINC2,B_cell,-0.02041,18
SERINC3,B_cell,-0.09657,18
SERINC4,B_cell,-0.25376,18
SERINC5,B_cell,0.00665,18
SERP1,B_cell,0.02029,18
SERP2,B_cell,0.02249,18
SERPINA1,B_cell,-0.10492,18
SERPINA10,B_cell,0.13007,18
SERPINA11,B_cell,0.03378,18
SERPINA12,B_cell,-0.03183,18
SERPINA3,B_cell,-0.00196,18
SERPINA4,B_cell,-0.07768,18
SERPINA5,B_cell,-0.03058,18
SERPINA6,B_cell,0.01459,18
SERPINA7,B_cell,0.13702,18
SERPINA9,B_cell,0.02248,18
SERPINB1,B_cell,0.0146,18
SERPINB10,B_cell,-0.0654,18
SERPINB12,B_cell,0.06209,18
SERPINB13,B_cell,-0.04922,18
SERPINB2,B_cell,0.04836,18
SERPINB3,B_cell,0.06471,18
SERPINB4,B_cell,0.12763,18
SERPINB5,B_cell,-0.05696,18
SERPINB6,B_cell,0.02586,18
SERPINB7,B_cell,-0.03335,18
SERPINB8,B_cell,-0.04548,18
SERPINB9,B_cell,-0.0311,18
SERPINC1,B_cell,0.2894,18
SERPIND1,B_cell,-0.07422,18
SERPINE1,B_cell,0.01422,18
SERPINE2,B_cell,0.07519,18
SERPINE3,B_cell,0.03842,18
SERPINF1,B_cell,-0.13065,18
SERPINF2,B_cell,0.19753,18
SERPING1,B_cell,-0.07549,18
SERPINH1,B_cell,0.07866,18
SERPINI1,B_cell,0.02284,18
SERPINI2,B_cell,0.00648,18
SERTAD1,B_cell,0.05946,18
SERTAD2,B_cell,-0.05115,18
SERTAD3,B_cell,-0.0334,18
SERTAD4,B_cell,0.05772,18
SERTM1,B_cell,0.05439,18
SESN1,B_cell,0.05841,18
SESN2,B_cell,0.06912,18
SESN3,B_cell,0.06668,18
SESTD1,B_cell,0.07286,18
SET,B_cell,-0.47888,18
SETBP1,B_cell,0.01106,18
SETD1A,B_cell,-0.93077,18
SETD1B,B_cell,-0.45087,18
SETD2,B_cell,-0.35321,18
SETD3,B_cell,-0.07755,18
SETD4,B_cell,0.04743,18
SETD5,B_cell,-0.22882,18
SETD6,B_cell,0.00124,18
SETD7,B_cell,-0.08074,18
SETD9,B_cell,-0.1051,18
SETDB1,B_cell,-0.60959,18
SETDB2,B_cell,-0.02625,18
SETMAR,B_cell,0.03961,18
SETX,B_cell,-0.21671,18
SEZ6,B_cell,-0.11961,18
SEZ6L,B_cell,0.14701,18
SEZ6L2,B_cell,-0.05873,18
SF1,B_cell,-1.62301,18
SF3A1,B_cell,-1.70607,18
SF3A2,B_cell,-1.50086,18
SF3A3,B_cell,-1.19139,18
SF3B1,B_cell,-1.64056,18
SF3B2,B_cell,-1.19031,18
SF3B3,B_cell,-1.19364,18
SF3B4,B_cell,-1.77399,18
SF3B5,B_cell,-1.88443,18
SF3B6,B_cell,-0.84055,18
SFI1,B_cell,0.05717,18
SFMBT1,B_cell,-0.03714,18
SFMBT2,B_cell,-0.12323,18
SFN,B_cell,-0.13199,18
SFPQ,B_cell,-1.676,18
SFR1,B_cell,-0.19702,18
SFRP1,B_cell,-0.088,18
SFRP2,B_cell,-0.04886,18
SFRP4,B_cell,-0.00601,18
SFRP5,B_cell,0.00367,18
SFSWAP,B_cell,-0.63384,18
SFT2D1,B_cell,-0.06929,18
SFT2D2,B_cell,0.02129,18
SFT2D3,B_cell,-0.0806,18
SFTA2,B_cell,0.01732,18
SFTA3,B_cell,-0.04987,18
SFTPA1,B_cell,0.07955,18
SFTPA2,B_cell,-0.02897,18
SFTPB,B_cell,-0.13437,18
SFTPC,B_cell,-0.11051,18
SFTPD,B_cell,-0.06272,18
SFXN1,B_cell,-0.28877,18
SFXN2,B_cell,-0.02994,18
SFXN3,B_cell,0.11786,18
SFXN4,B_cell,-0.12703,18
SFXN5,B_cell,0.00617,18
SGCA,B_cell,-0.03344,18
SGCB,B_cell,0.0745,18
SGCD,B_cell,0.07099,18
SGCE,B_cell,-0.34987,18
SGCG,B_cell,-0.03942,18
SGCZ,B_cell,0.02807,18
SGF29,B_cell,-0.9681,18
SGIP1,B_cell,-0.03772,18
SGK1,B_cell,0.02427,18
SGK2,B_cell,0.07976,18
SGK3,B_cell,0.02238,18
SGMS1,B_cell,0.01692,18
SGMS2,B_cell,0.03506,18
SGO1,B_cell,-0.39814,18
SGO2,B_cell,-0.06981,18
SGPL1,B_cell,-0.15431,18
SGPP1,B_cell,-0.37981,18
SGPP2,B_cell,-0.0638,18
SGSH,B_cell,0.00267,18
SGSM1,B_cell,-0.10127,18
SGSM2,B_cell,0.03749,18
SGSM3,B_cell,-0.01369,18
SGTA,B_cell,-0.0991,18
SGTB,B_cell,0.03951,18
SH2B1,B_cell,-0.07732,18
SH2B3,B_cell,0.00299,18
SH2D1A,B_cell,0.1752,18
SH2D1B,B_cell,-0.1081,18
SH2D2A,B_cell,0.0006,18
SH2D3A,B_cell,-0.05134,18
SH2D3C,B_cell,-0.03896,18
SH2D4A,B_cell,0.14721,18
SH2D4B,B_cell,0.06403,18
SH2D5,B_cell,-0.05888,18
SH2D7,B_cell,0.0003,18
SH3BGR,B_cell,0.09439,18
SH3BGRL,B_cell,0.0603,18
SH3BGRL2,B_cell,0.09317,18
SH3BGRL3,B_cell,-0.09291,18
SH3BP1,B_cell,-0.12935,18
SH3BP2,B_cell,-0.02337,18
SH3BP4,B_cell,-0.02604,18
SH3BP5,B_cell,-0.00067,18
SH3BP5L,B_cell,-0.15105,18
SH3D19,B_cell,-0.03055,18
SH3D21,B_cell,-0.11775,18
SH3GL1,B_cell,-0.67204,18
SH3GL2,B_cell,-0.04264,18
SH3GL3,B_cell,-0.01357,18
SH3GLB1,B_cell,0.04707,18
SH3GLB2,B_cell,-0.05057,18
SH3KBP1,B_cell,0.08232,18
SH3PXD2A,B_cell,-0.32369,18
SH3PXD2B,B_cell,-0.0496,18
SH3RF1,B_cell,0.07842,18
SH3RF2,B_cell,-0.16172,18
SH3TC1,B_cell,-0.04318,18
SH3TC2,B_cell,0.03942,18
SH3YL1,B_cell,-0.10333,18
SHANK1,B_cell,0.05346,18
SHARPIN,B_cell,-0.07693,18
SHB,B_cell,-0.00955,18
SHBG,B_cell,-0.05797,18
SHC1,B_cell,-0.13901,18
SHC2,B_cell,-0.02065,18
SHC3,B_cell,-0.10304,18
SHC4,B_cell,-0.04298,18
SHCBP1,B_cell,-0.03174,18
SHCBP1L,B_cell,0.05484,18
SHD,B_cell,-0.14858,18
SHE,B_cell,-0.11168,18
SHF,B_cell,-0.00668,18
SHFL,B_cell,-0.10571,18
SHH,B_cell,0.18272,18
SHISA2,B_cell,0.08439,18
SHISA3,B_cell,0.04569,18
SHISA4,B_cell,0.05866,18
SHISA5,B_cell,-0.1452,18
SHISA6,B_cell,0.03995,18
SHISA7,B_cell,-0.101,18
SHISA9,B_cell,0.03789,18
SHISAL1,B_cell,-0.00194,18
SHISAL2A,B_cell,-0.07841,18
SHISAL2B,B_cell,-0.0641,18
SHKBP1,B_cell,-0.0373,18
SHLD1,B_cell,-0.20751,18
SHLD2,B_cell,-0.17028,18
SHMT1,B_cell,-0.0986,18
SHMT2,B_cell,-0.32434,18
SHOC1,B_cell,0.01625,18
SHOC2,B_cell,-0.26085,18
SHOX,B_cell,-0.02283,18
SHOX2,B_cell,0.01316,18
SHPK,B_cell,-0.10965,18
SHPRH,B_cell,0.00791,18
SHQ1,B_cell,-1.02611,18
SHROOM1,B_cell,-0.09613,18
SHROOM2,B_cell,0.00376,18
SHROOM3,B_cell,-0.01955,18
SHROOM4,B_cell,-0.00376,18
SHTN1,B_cell,0.03931,18
SI,B_cell,0.01303,18
SIAE,B_cell,0.02675,18
SIAH1,B_cell,0.0155,18
SIAH2,B_cell,0.09657,18
SIAH3,B_cell,-0.07344,18
SIDT1,B_cell,0.0625,18
SIDT2,B_cell,-0.04013,18
SIGIRR,B_cell,-0.01568,18
SIGLEC1,B_cell,-0.18115,18
SIGLEC10,B_cell,-0.0406,18
SIGLEC11,B_cell,-0.26568,18
SIGLEC12,B_cell,-0.09966,18
SIGLEC15,B_cell,-0.04806,18
SIGLEC5,B_cell,0.32289,18
SIGLEC6,B_cell,-0.08232,18
SIGLEC7,B_cell,-0.01655,18
SIGLEC8,B_cell,-0.00347,18
SIGLEC9,B_cell,-0.02262,18
SIGLECL1,B_cell,-0.01261,18
SIGMAR1,B_cell,-0.18294,18
SIK2,B_cell,-0.04448,18
SIK3,B_cell,-0.183,18
SIKE1,B_cell,0.01814,18
SIL1,B_cell,-0.04287,18
SIM1,B_cell,0.021,18
SIM2,B_cell,-0.0835,18
SIMC1,B_cell,-0.26067,18
SIN3A,B_cell,-0.65225,18
SIN3B,B_cell,-0.12234,18
SINHCAF,B_cell,-0.93029,18
SIPA1,B_cell,-0.09688,18
SIPA1L1,B_cell,0.00187,18
SIPA1L2,B_cell,-0.06269,18
SIPA1L3,B_cell,-0.06725,18
SIRPB1,B_cell,-0.00645,18
SIRPB2,B_cell,-0.15617,18
SIRPD,B_cell,0.02848,18
SIRPG,B_cell,-0.06652,18
SIRT1,B_cell,-0.00853,18
SIRT2,B_cell,-0.1163,18
SIRT3,B_cell,-0.07637,18
SIRT4,B_cell,-0.04852,18
SIRT5,B_cell,-0.06882,18
SIRT6,B_cell,0.02981,18
SIRT7,B_cell,-0.2436,18
SIT1,B_cell,0.05173,18
SIVA1,B_cell,-0.32308,18
SIX1,B_cell,-0.07686,18
SIX2,B_cell,0.04523,18
SIX3,B_cell,0.05342,18
SIX4,B_cell,-0.06431,18
SIX5,B_cell,-0.10787,18
SIX6,B_cell,0.0561,18
SKA1,B_cell,-0.29214,18
SKA2,B_cell,-0.09732,18
SKA3,B_cell,-0.53075,18
SKAP1,B_cell,-0.16924,18
SKAP2,B_cell,0.05719,18
SKI,B_cell,-0.09649,18
SKIDA1,B_cell,-0.03135,18
SKIL,B_cell,0.01116,18
SKIV2L,B_cell,-0.25613,18
SKOR1,B_cell,-0.02904,18
SKOR2,B_cell,0.1114,18
SKP1,B_cell,-0.90762,18
SKP2,B_cell,-0.50663,18
SLA,B_cell,0.02074,18
SLA2,B_cell,0.04967,18
SLAIN1,B_cell,0.0455,18
SLAIN2,B_cell,-0.05284,18
SLAMF1,B_cell,-0.09189,18
SLAMF6,B_cell,0.05683,18
SLAMF7,B_cell,-0.0772,18
SLAMF8,B_cell,0.01027,18
SLAMF9,B_cell,-0.19167,18
SLBP,B_cell,-0.31003,18
SLC10A1,B_cell,0.00735,18
SLC10A2,B_cell,0.10447,18
SLC10A3,B_cell,0.05085,18
SLC10A4,B_cell,-0.04436,18
SLC10A5,B_cell,0.02548,18
SLC10A6,B_cell,-0.00701,18
SLC10A7,B_cell,0.01837,18
SLC11A1,B_cell,-0.09257,18
SLC11A2,B_cell,-0.1146,18
SLC12A1,B_cell,-0.09368,18
SLC12A2,B_cell,0.06487,18
SLC12A3,B_cell,0.04259,18
SLC12A4,B_cell,-0.1927,18
SLC12A5,B_cell,-0.01384,18
SLC12A6,B_cell,-0.0602,18
SLC12A7,B_cell,0.0385,18
SLC12A8,B_cell,-0.10717,18
SLC12A9,B_cell,-0.12893,18
SLC13A1,B_cell,0.07003,18
SLC13A2,B_cell,-0.12189,18
SLC13A3,B_cell,-0.02079,18
SLC13A4,B_cell,-0.05025,18
SLC13A5,B_cell,-0.1497,18
SLC14A1,B_cell,-0.0179,18
SLC14A2,B_cell,-0.12448,18
SLC15A1,B_cell,0.05229,18
SLC15A2,B_cell,0.05116,18
SLC15A3,B_cell,-0.02727,18
SLC15A4,B_cell,0.00855,18
SLC16A1,B_cell,-0.35442,18
SLC16A10,B_cell,0.01664,18
SLC16A11,B_cell,-0.063,18
SLC16A12,B_cell,-0.03162,18
SLC16A13,B_cell,-0.09055,18
SLC16A14,B_cell,0.05096,18
SLC16A2,B_cell,0.02316,18
SLC16A3,B_cell,-0.22826,18
SLC16A4,B_cell,-0.01837,18
SLC16A5,B_cell,-0.33005,18
SLC16A6,B_cell,-0.10218,18
SLC16A7,B_cell,-0.02297,18
SLC16A8,B_cell,-0.10928,18
SLC16A9,B_cell,0.03975,18
SLC17A1,B_cell,0.01271,18
SLC17A2,B_cell,0.00083,18
SLC17A3,B_cell,0.05409,18
SLC17A4,B_cell,-0.05967,18
SLC17A5,B_cell,-0.0686,18
SLC17A6,B_cell,0.05163,18
SLC17A7,B_cell,-0.10342,18
SLC17A8,B_cell,0.04488,18
SLC17A9,B_cell,-0.10158,18
SLC18A1,B_cell,0.08176,18
SLC18A2,B_cell,0.00582,18
SLC18A3,B_cell,-0.16375,18
SLC18B1,B_cell,-0.04162,18
SLC19A1,B_cell,-0.29989,18
SLC19A2,B_cell,0.05987,18
SLC19A3,B_cell,-0.22339,18
SLC1A1,B_cell,0.05461,18
SLC1A2,B_cell,-0.06942,18
SLC1A3,B_cell,0.00142,18
SLC1A4,B_cell,0.03334,18
SLC1A5,B_cell,-0.39803,18
SLC1A6,B_cell,-0.08567,18
SLC1A7,B_cell,-0.02358,18
SLC20A1,B_cell,-0.66423,18
SLC20A2,B_cell,-0.18255,18
SLC22A1,B_cell,0.05773,18
SLC22A10,B_cell,-0.00752,18
SLC22A11,B_cell,0.02511,18
SLC22A12,B_cell,-0.0064,18
SLC22A13,B_cell,-0.04338,18
SLC22A14,B_cell,0.03783,18
SLC22A15,B_cell,-0.07013,18
SLC22A16,B_cell,0.05629,18
SLC22A17,B_cell,-0.21279,18
SLC22A18,B_cell,0.06961,18
SLC22A2,B_cell,-0.08645,18
SLC22A23,B_cell,-0.02465,18
SLC22A25,B_cell,-0.18623,18
SLC22A3,B_cell,0.00103,18
SLC22A4,B_cell,0.02245,18
SLC22A5,B_cell,-0.09207,18
SLC22A6,B_cell,-0.02755,18
SLC22A7,B_cell,-0.02527,18
SLC22A8,B_cell,-0.03681,18
SLC22A9,B_cell,-0.09468,18
SLC23A1,B_cell,0.05797,18
SLC23A2,B_cell,-0.07753,18
SLC23A3,B_cell,-0.08084,18
SLC24A1,B_cell,-0.09022,18
SLC24A2,B_cell,0.11966,18
SLC24A3,B_cell,0.10008,18
SLC24A4,B_cell,-0.0604,18
SLC24A5,B_cell,0.00126,18
SLC25A1,B_cell,-0.57635,18
SLC25A10,B_cell,-0.45224,18
SLC25A11,B_cell,-0.0879,18
SLC25A12,B_cell,-0.04459,18
SLC25A13,B_cell,-0.08876,18
SLC25A14,B_cell,0.1082,18
SLC25A15,B_cell,0.02713,18
SLC25A16,B_cell,0.02615,18
SLC25A17,B_cell,-0.05153,18
SLC25A18,B_cell,-0.13777,18
SLC25A19,B_cell,-0.66679,18
SLC25A2,B_cell,-0.01807,18
SLC25A20,B_cell,-0.18478,18
SLC25A21,B_cell,0.0887,18
SLC25A22,B_cell,-0.2952,18
SLC25A23,B_cell,-0.04692,18
SLC25A24,B_cell,-0.04394,18
SLC25A25,B_cell,-0.09975,18
SLC25A26,B_cell,-0.90031,18
SLC25A27,B_cell,-0.0459,18
SLC25A28,B_cell,-0.248,18
SLC25A29,B_cell,-0.14892,18
SLC25A3,B_cell,-0.80082,18
SLC25A30,B_cell,-0.02236,18
SLC25A31,B_cell,-0.03106,18
SLC25A32,B_cell,-0.24342,18
SLC25A33,B_cell,-0.11277,18
SLC25A34,B_cell,-0.12573,18
SLC25A35,B_cell,0.00693,18
SLC25A36,B_cell,-0.05257,18
SLC25A37,B_cell,-0.01217,18
SLC25A38,B_cell,-0.10306,18
SLC25A39,B_cell,-0.13014,18
SLC25A4,B_cell,0.04251,18
SLC25A40,B_cell,0.04418,18
SLC25A41,B_cell,-0.03737,18
SLC25A42,B_cell,-0.1389,18
SLC25A43,B_cell,0.06023,18
SLC25A44,B_cell,-0.01875,18
SLC25A45,B_cell,0.01775,18
SLC25A46,B_cell,-0.04046,18
SLC25A47,B_cell,-0.01135,18
SLC25A48,B_cell,-0.09779,18
SLC25A5,B_cell,-0.32968,18
SLC25A51,B_cell,-0.26249,18
SLC25A52,B_cell,-0.04908,18
SLC25A53,B_cell,0.15426,18
SLC25A6,B_cell,0.03137,18
SLC26A1,B_cell,-0.10222,18
SLC26A10,B_cell,-0.17685,18
SLC26A11,B_cell,-0.10836,18
SLC26A2,B_cell,0.15039,18
SLC26A3,B_cell,0.08078,18
SLC26A4,B_cell,0.01163,18
SLC26A5,B_cell,-0.07999,18
SLC26A6,B_cell,0.01911,18
SLC26A7,B_cell,-0.05565,18
SLC26A8,B_cell,-0.22604,18
SLC26A9,B_cell,-0.07737,18
SLC27A1,B_cell,-0.03178,18
SLC27A2,B_cell,-0.1625,18
SLC27A3,B_cell,0.02227,18
SLC27A4,B_cell,-0.01296,18
SLC27A5,B_cell,-0.22211,18
SLC27A6,B_cell,0.01098,18
SLC28A1,B_cell,0.01033,18
SLC28A2,B_cell,-0.04542,18
SLC28A3,B_cell,-0.02706,18
SLC29A1,B_cell,-0.04317,18
SLC29A2,B_cell,-0.05122,18
SLC29A3,B_cell,-0.03796,18
SLC29A4,B_cell,-0.40667,18
SLC2A1,B_cell,-0.56048,18
SLC2A10,B_cell,-0.06613,18
SLC2A11,B_cell,0.02463,18
SLC2A12,B_cell,-0.07347,18
SLC2A13,B_cell,-0.04041,18
SLC2A14,B_cell,0.02844,18
SLC2A2,B_cell,-0.00503,18
SLC2A3,B_cell,-0.12878,18
SLC2A4,B_cell,-0.03197,18
SLC2A4RG,B_cell,-0.03261,18
SLC2A5,B_cell,-0.05482,18
SLC2A6,B_cell,-0.02941,18
SLC2A7,B_cell,-0.05847,18
SLC2A8,B_cell,0.05117,18
SLC2A9,B_cell,0.03648,18
SLC30A1,B_cell,-0.01539,18
SLC30A10,B_cell,-0.0384,18
SLC30A2,B_cell,-0.01108,18
SLC30A3,B_cell,-0.00609,18
SLC30A4,B_cell,-0.03405,18
SLC30A5,B_cell,-0.03652,18
SLC30A6,B_cell,0.11721,18
SLC30A7,B_cell,-0.19089,18
SLC30A8,B_cell,-0.00493,18
SLC30A9,B_cell,-0.29197,18
SLC31A1,B_cell,-0.32133,18
SLC31A2,B_cell,0.11634,18
SLC32A1,B_cell,-0.13247,18
SLC33A1,B_cell,-0.18684,18
SLC34A1,B_cell,-0.13636,18
SLC34A2,B_cell,0.15297,18
SLC34A3,B_cell,-0.12973,18
SLC35A1,B_cell,-0.23157,18
SLC35A2,B_cell,-0.25103,18
SLC35A3,B_cell,-0.00379,18
SLC35A4,B_cell,0.00478,18
SLC35A5,B_cell,-0.03751,18
SLC35B1,B_cell,-0.8882,18
SLC35B2,B_cell,-0.12835,18
SLC35B3,B_cell,0.14226,18
SLC35B4,B_cell,0.14053,18
SLC35C1,B_cell,-0.16684,18
SLC35C2,B_cell,0.02675,18
SLC35D1,B_cell,-0.13135,18
SLC35D2,B_cell,-0.05135,18
SLC35D3,B_cell,0.10327,18
SLC35E1,B_cell,-0.12178,18
SLC35E2B,B_cell,0.06833,18
SLC35E3,B_cell,-0.18453,18
SLC35E4,B_cell,0.07618,18
SLC35F1,B_cell,0.00891,18
SLC35F2,B_cell,-0.06283,18
SLC35F3,B_cell,-0.03533,18
SLC35F5,B_cell,0.05781,18
SLC35F6,B_cell,-0.06992,18
SLC35G1,B_cell,-0.0717,18
SLC35G2,B_cell,0.08834,18
SLC35G3,B_cell,-0.23931,18
SLC35G5,B_cell,-0.01408,18
SLC35G6,B_cell,-0.45923,18
SLC36A1,B_cell,-0.06407,18
SLC36A2,B_cell,0.0931,18
SLC36A3,B_cell,-0.01225,18
SLC36A4,B_cell,0.07043,18
SLC37A1,B_cell,-0.07658,18
SLC37A2,B_cell,-0.04372,18
SLC37A3,B_cell,-0.01181,18
SLC38A1,B_cell,-0.0847,18
SLC38A10,B_cell,-0.09795,18
SLC38A11,B_cell,-0.12256,18
SLC38A2,B_cell,-0.28792,18
SLC38A4,B_cell,0.01566,18
SLC38A5,B_cell,-0.09162,18
SLC38A6,B_cell,0.06906,18
SLC38A7,B_cell,-0.05744,18
SLC38A8,B_cell,-0.03759,18
SLC38A9,B_cell,-0.00533,18
SLC39A1,B_cell,-0.02565,18
SLC39A10,B_cell,-0.25757,18
SLC39A11,B_cell,-0.03358,18
SLC39A12,B_cell,0.0426,18
SLC39A13,B_cell,-0.03737,18
SLC39A14,B_cell,-0.06327,18
SLC39A2,B_cell,0.14327,18
SLC39A3,B_cell,0.14564,18
SLC39A4,B_cell,0.01094,18
SLC39A5,B_cell,-0.05496,18
SLC39A6,B_cell,-0.06748,18
SLC39A7,B_cell,-1.28329,18
SLC39A8,B_cell,-0.00585,18
SLC39A9,B_cell,-0.14034,18
SLC3A1,B_cell,0.00196,18
SLC3A2,B_cell,-0.54566,18
SLC40A1,B_cell,0.04408,18
SLC41A1,B_cell,0.06454,18
SLC41A2,B_cell,0.10731,18
SLC41A3,B_cell,-0.01699,18
SLC43A1,B_cell,0.1212,18
SLC43A2,B_cell,-0.01911,18
SLC43A3,B_cell,-0.03601,18
SLC44A1,B_cell,0.09565,18
SLC44A2,B_cell,-0.12142,18
SLC44A3,B_cell,-0.03563,18
SLC44A4,B_cell,-0.01256,18
SLC44A5,B_cell,0.16151,18
SLC45A1,B_cell,-0.1183,18
SLC45A2,B_cell,0.0245,18
SLC45A3,B_cell,0.03123,18
SLC45A4,B_cell,0.01618,18
SLC46A2,B_cell,-0.07323,18
SLC46A3,B_cell,-0.14407,18
SLC47A1,B_cell,-0.10371,18
SLC47A2,B_cell,-0.10018,18
SLC48A1,B_cell,-0.06501,18
SLC49A3,B_cell,0.0717,18
SLC49A4,B_cell,0.02111,18
SLC4A1,B_cell,-0.06196,18
SLC4A10,B_cell,0.04584,18
SLC4A11,B_cell,-0.06163,18
SLC4A1AP,B_cell,-0.17726,18
SLC4A2,B_cell,0.10906,18
SLC4A3,B_cell,0.0177,18
SLC4A4,B_cell,0.08088,18
SLC4A5,B_cell,-0.43289,18
SLC4A7,B_cell,-0.65155,18
SLC4A8,B_cell,-0.00758,18
SLC4A9,B_cell,-0.03957,18
SLC50A1,B_cell,-0.02432,18
SLC51A,B_cell,-0.01393,18
SLC51B,B_cell,-0.07006,18
SLC52A1,B_cell,-0.08006,18
SLC52A2,B_cell,-0.25609,18
SLC52A3,B_cell,-0.02402,18
SLC5A1,B_cell,-0.13655,18
SLC5A10,B_cell,-0.01242,18
SLC5A11,B_cell,-0.03394,18
SLC5A12,B_cell,0.09722,18
SLC5A2,B_cell,-0.11366,18
SLC5A3,B_cell,-0.42087,18
SLC5A4,B_cell,0.06716,18
SLC5A5,B_cell,-0.09819,18
SLC5A6,B_cell,-0.05428,18
SLC5A7,B_cell,-0.01304,18
SLC5A8,B_cell,0.00654,18
SLC5A9,B_cell,-0.0453,18
SLC66A1,B_cell,0.08348,18
SLC66A1L,B_cell,-0.04443,18
SLC66A2,B_cell,0.02411,18
SLC66A3,B_cell,0.09291,18
SLC6A1,B_cell,0.01803,18
SLC6A11,B_cell,0.03332,18
SLC6A12,B_cell,-0.18205,18
SLC6A13,B_cell,-0.01934,18
SLC6A14,B_cell,0.02763,18
SLC6A15,B_cell,0.04263,18
SLC6A16,B_cell,-0.06116,18
SLC6A17,B_cell,-0.137,18
SLC6A18,B_cell,-0.02818,18
SLC6A19,B_cell,0.04567,18
SLC6A2,B_cell,-0.08692,18
SLC6A20,B_cell,0.01132,18
SLC6A3,B_cell,-0.06741,18
SLC6A4,B_cell,0.02957,18
SLC6A5,B_cell,-0.09189,18
SLC6A6,B_cell,-0.33235,18
SLC6A7,B_cell,-0.08834,18
SLC6A8,B_cell,-0.09028,18
SLC6A9,B_cell,-0.09003,18
SLC7A1,B_cell,-0.46958,18
SLC7A10,B_cell,-0.05076,18
SLC7A11,B_cell,-0.17615,18
SLC7A13,B_cell,-0.04683,18
SLC7A14,B_cell,0.04769,18
SLC7A2,B_cell,0.06117,18
SLC7A3,B_cell,0.00372,18
SLC7A4,B_cell,0.01286,18
SLC7A5,B_cell,-1.25966,18
SLC7A6,B_cell,-0.03073,18
SLC7A6OS,B_cell,-1.15871,18
SLC7A7,B_cell,0.02187,18
SLC7A8,B_cell,-0.01889,18
SLC7A9,B_cell,-0.06664,18
SLC8A1,B_cell,0.09596,18
SLC8A2,B_cell,-0.00384,18
SLC8A3,B_cell,0.05824,18
SLC8B1,B_cell,-0.13732,18
SLC9A1,B_cell,0.05679,18
SLC9A2,B_cell,0.09644,18
SLC9A3,B_cell,-0.24706,18
SLC9A3R1,B_cell,-0.08094,18
SLC9A3R2,B_cell,0.05697,18
SLC9A4,B_cell,0.02802,18
SLC9A5,B_cell,-0.09662,18
SLC9A6,B_cell,0.14515,18
SLC9A7,B_cell,-0.02925,18
SLC9A8,B_cell,-0.01792,18
SLC9A9,B_cell,0.05444,18
SLC9B1,B_cell,-1.0006,18
SLC9B2,B_cell,0.08328,18
SLC9C1,B_cell,0.06573,18
SLC9C2,B_cell,0.08614,18
SLCO1A2,B_cell,0.08626,18
SLCO1B1,B_cell,0.08332,18
SLCO1B3,B_cell,-0.03406,18
SLCO1B7,B_cell,0.09347,18
SLCO1C1,B_cell,0.11262,18
SLCO2A1,B_cell,-0.07467,18
SLCO2B1,B_cell,0.01244,18
SLCO3A1,B_cell,0.03506,18
SLCO4A1,B_cell,-0.18002,18
SLCO4C1,B_cell,0.0502,18
SLCO5A1,B_cell,0.0485,18
SLCO6A1,B_cell,-0.00891,18
SLF1,B_cell,-0.08588,18
SLF2,B_cell,-0.01431,18
SLFN11,B_cell,0.09841,18
SLFN12,B_cell,-0.07707,18
SLFN12L,B_cell,-0.00241,18
SLFN13,B_cell,0.04487,18
SLFN14,B_cell,0.06934,18
SLFN5,B_cell,0.0852,18
SLFNL1,B_cell,-0.03206,18
SLIRP,B_cell,-0.18456,18
SLIT1,B_cell,-0.00235,18
SLIT2,B_cell,-0.02062,18
SLIT3,B_cell,0.05594,18
SLITRK1,B_cell,0.10433,18
SLITRK2,B_cell,0.03517,18
SLITRK3,B_cell,0.01196,18
SLITRK4,B_cell,0.0564,18
SLITRK5,B_cell,-0.00899,18
SLITRK6,B_cell,0.0456,18
SLK,B_cell,-0.14885,18
SLMAP,B_cell,-0.20093,18
SLN,B_cell,0.04402,18
SLPI,B_cell,0.00128,18
SLTM,B_cell,-0.12696,18
SLU7,B_cell,-1.52936,18
SLURP1,B_cell,-0.02738,18
SLURP2,B_cell,0.06326,18
SLX4,B_cell,-0.3689,18
SLX4IP,B_cell,0.02568,18
SLX9,B_cell,-0.77645,18
SMAD1,B_cell,0.06349,18
SMAD2,B_cell,0.06528,18
SMAD3,B_cell,-0.03066,18
SMAD4,B_cell,-0.03021,18
SMAD6,B_cell,-0.14794,18
SMAD7,B_cell,-0.17738,18
SMAD9,B_cell,-0.11907,18
SMAGP,B_cell,-0.12212,18
SMAP1,B_cell,0.05376,18
SMAP2,B_cell,0.08738,18
SMARCA1,B_cell,-0.07675,18
SMARCA2,B_cell,0.05683,18
SMARCA4,B_cell,-0.55944,18
SMARCA5,B_cell,-0.78628,18
SMARCAD1,B_cell,0.01336,18
SMARCAL1,B_cell,-0.11311,18
SMARCB1,B_cell,-1.23102,18
SMARCC1,B_cell,-0.44447,18
SMARCC2,B_cell,-0.11434,18
SMARCD1,B_cell,-0.55102,18
SMARCD2,B_cell,-0.15443,18
SMARCD3,B_cell,0.03473,18
